# Generation #6
0.5365538042 , 0.0669058927 , 0.6860710559 , 0.9006949057 , 0.6273254513 , 0.6450599721 , 0.1215821295 , 0.2056491985 , 0.5526452591 , 0.1925180848 , 0.0773691111 , 0.5462816019 , 0.2643960931 , 0.3225878842 , 0.5883794734 , 0.6940134293 , 0.8772430676 , 0.6128063429 , 0.8149365919 , 0.7389168576
0.9050938756 , 0.8251074330 , 0.1032368776 , 0.7338439094 , 0.8041772748 , 0.2478106049 , 0.9640545298 , 0.4167585911 , 0.9121677089 , 0.6798273399 , 0.9692558622 , 0.7367343631 , 0.5397745736 , 0.2906225844 , 0.8521943172 , 0.4336787190 , 0.0346776345 , 0.2509515525 , 0.3822125473 , 0.3451003697
0.6626443125 , 0.2787091162 , 0.8807143330 , 0.2172575167 , 0.5268074766 , 0.2362982740 , 0.3441141466 , 0.4924323807 , 0.3548802285 , 0.2858031137 , 0.9159682547 , 0.2830438521 , 0.6008395809 , 0.4508842317 , 0.2269451855 , 0.7958597147 , 0.8377167650 , 0.2509515525 , 0.3822125473 , 0.3451003697
0.7119233856 , 0.9570869365 , 0.1150369543 , 0.1100737340 , 0.5406969915 , 0.8809548210 , 0.4570740246 , 0.2655777740 , 0.5886453004 , 0.7130345515 , 0.2907874498 , 0.9787572952 , 0.4547555602 , 0.3370806710 , 0.7494963484 , 0.5942563185 , 0.5334118703 , 0.8142444203 , 0.9200396724 , 0.7207477119
0.9050938756 , 0.8251074330 , 0.1032368776 , 0.7338439094 , 0.8041772748 , 0.2478106049 , 0.9640545298 , 0.4167585911 , 0.9121677089 , 0.6798273399 , 0.9692558622 , 0.7367343631 , 0.9971319863 , 0.8636768216 , 0.5064704362 , 0.8998924312 , 0.5237713051 , 0.1950233297 , 0.9309655989 , 0.4833612611
0.2786400898 , 0.9784820938 , 0.8023451771 , 0.0234413400 , 0.2628148780 , 0.6467469722 , 0.6081350849 , 0.4077197641 , 0.1587761244 , 0.0365607376 , 0.5774044089 , 0.8900942971 , 0.5397745736 , 0.2906225844 , 0.8521943172 , 0.4336787190 , 0.0346776345 , 0.6128063429 , 0.8149365919 , 0.7389168576
0.0039829575 , 0.8116296633 , 0.4963419737 , 0.0376393393 , 0.4443132651 , 0.8622506199 , 0.4271964038 , 0.7680483277 , 0.7840752035 , 0.6776738314 , 0.8512661369 , 0.6253175985 , 0.2565095928 , 0.4690748925 , 0.7494963484 , 0.5942563185 , 0.7150216098 , 0.2026751041 , 0.8710937469 , 0.6404255800
0.0039829575 , 0.7513286807 , 0.0817999605 , 0.1100737340 , 0.5268074766 , 0.6450599721 , 0.3441141466 , 0.5916770188 , 0.3548802285 , 0.2858031137 , 0.0773691111 , 0.5462816019 , 0.3062513458 , 0.3225878842 , 0.9045153917 , 0.5894936034 , 0.5334118703 , 0.3960569243 , 0.9244984417 , 0.6334537617
0.8736808065 , 0.9237686677 , 0.3258709350 , 0.1100737340 , 0.5268074766 , 0.2362982740 , 0.3441141466 , 0.5916770188 , 0.7840752035 , 0.1925180848 , 0.0773691111 , 0.5462816019 , 0.2643960931 , 0.3225878842 , 0.7494963484 , 0.5942563185 , 0.7150216098 , 0.2026751041 , 0.8710937469 , 0.6404255800
0.8716033047 , 0.3248858841 , 0.3908442222 , 0.7836763179 , 0.4443132651 , 0.8622506199 , 0.4271964038 , 0.2056491985 , 0.5526452591 , 0.6776738314 , 0.8512661369 , 0.6253175985 , 0.2565095928 , 0.4690748925 , 0.9045153917 , 0.5894936034 , 0.5334118703 , 0.8142444203 , 0.7937561557 , 0.5500000079
0.2672332886 , 0.6824887751 , 0.0817999605 , 0.1100737340 , 0.5268074766 , 0.2362982740 , 0.3441141466 , 0.5565964118 , 0.8034981772 , 0.0709196744 , 0.7697045565 , 0.9787572952 , 0.4547555602 , 0.3370806710 , 0.5883794734 , 0.5371162844 , 0.8067469328 , 0.7929404645 , 0.9244984417 , 0.6334537617
